PRODUCT ID,CHAIR TYPE,WOOD,LENGTH(INCHES),WIDTH(INCHES),HEIGHT(INCHES),WOOD PRICE(PER CUBIC),QUANTITY OF WOOD USED(IN CUBIC),LABOUR CHARGE,PRICE
GQI527,ROCKING CHAIR,INDIAN ROSEWOOD,25,25,45,2400,3,1260,8460
NJY773,BAR CHAIR,TEAK,18,18,28,1400,1.5,530,2630
HKH491,BAR CHAIR,ACACIA,18,18,28,800,1.5,537,1737
JZD909,ROCKING CHAIR,ACACIA,25,25,45,800,3,1375,3775
NHT834,RECLINER CHAIR,INDIAN ROSEWOOD,48,26,28,2400,3,1998,9198
SID639,ROCKING CHAIR,TEAK,25,25,45,1400,3,1293,5493
IZX109,LOUNGE CHAIR,TEAK,37,35,40,1400,2.5,1120,4620
WRV135,RECLINER CHAIR,ACACIA,48,26,28,800,3,1799,4199
AOS125,ARM CHAIR,ACACIA,35,35,36,800,3,1849,4249
HFV732,BAR CHAIR,ACACIA,18,18,28,800,1.5,638,1838
SLU832,BAR CHAIR,INDIAN ROSEWOOD,18,18,28,2400,1.5,568,4168
QTQ317,ARM CHAIR,MAHAGONY,35,35,36,800,3,2038,4438
EPV462,RECLINER CHAIR,INDIAN ROSEWOOD,48,26,28,2400,3,1767,8967
CTN791,ARM CHAIR,MAHAGONY,35,35,36,800,3,2192,4592
FKG833,DINING CHAIR,MAHAGONY,34,18,16,800,2,791,2391
WQW974,DINING CHAIR,MAHAGONY,34,18,16,800,2,580,2180
LBY261,LOUNGE CHAIR,INDIAN ROSEWOOD,37,35,40,2400,2.5,1171,7171
FRC190,ROCKING CHAIR,TEAK,25,25,45,1400,3,1430,5630
FRY983,BAR CHAIR,INDIAN ROSEWOOD,18,18,28,2400,1.5,611,4211
MXX897,ARM CHAIR,TEAK,35,35,36,1400,3,1858,6058
CKK224,DINING CHAIR,INDIAN ROSEWOOD,34,18,16,2400,2,758,5558
REB809,LOUNGE CHAIR,MAHAGONY,37,35,40,800,2.5,975,2975
JMB417,DINING CHAIR,INDIAN ROSEWOOD,34,18,16,2400,2,800,5600
NEY130,RECLINER CHAIR,TEAK,48,26,28,1400,3,1749,5949
GIX739,ARM CHAIR,MAHAGONY,35,35,36,800,3,2072,4472
CKA321,ARM CHAIR,INDIAN ROSEWOOD,35,35,36,2400,3,1944,9144
VXZ639,LOUNGE CHAIR,TEAK,37,35,40,1400,2.5,1057,4557
PVZ373,BAR CHAIR,ACACIA,18,18,28,800,1.5,604,1804
VYI763,ARM CHAIR,ACACIA,35,35,36,800,3,1527,3927
LRH641,ROCKING CHAIR,ACACIA,25,25,45,800,3,1415,3815
TDQ504,ARM CHAIR,TEAK,35,35,36,1400,3,2077,6277
PPP163,DINING CHAIR,ACACIA,34,18,16,800,2,596,2196
IKY423,DINING CHAIR,ACACIA,34,18,16,800,2,684,2284
BCS758,ARM CHAIR,MAHAGONY,35,35,36,800,3,2046,4446
NBP399,LOUNGE CHAIR,MAHAGONY,37,35,40,800,2.5,1130,3130
MRG518,DINING CHAIR,TEAK,34,18,16,1400,2,507,3307
BZM510,ROCKING CHAIR,ACACIA,25,25,45,800,3,1434,3834
GAB695,ARM CHAIR,MAHAGONY,35,35,36,800,3,1950,4350
QCE391,ARM CHAIR,MAHAGONY,35,35,36,800,3,1829,4229
NQB747,ARM CHAIR,MAHAGONY,35,35,36,800,3,2082,4482
FEH253,RECLINER CHAIR,MAHAGONY,48,26,28,800,3,1829,4229
PNN952,ARM CHAIR,INDIAN ROSEWOOD,35,35,36,2400,3,1624,8824
BNZ174,BAR CHAIR,MAHAGONY,18,18,28,800,1.5,695,1895
LGP352,ROCKING CHAIR,TEAK,25,25,45,1400,3,1455,5655
AWD797,RECLINER CHAIR,INDIAN ROSEWOOD,48,26,28,2400,3,1882,9082
QZL284,ARM CHAIR,INDIAN ROSEWOOD,35,35,36,2400,3,1697,8897
YBN301,ARM CHAIR,INDIAN ROSEWOOD,35,35,36,2400,3,1553,8753
TZY115,ARM CHAIR,MAHAGONY,35,35,36,800,3,1893,4293
DOB500,ARM CHAIR,TEAK,35,35,36,1400,3,1796,5996
UMM333,RECLINER CHAIR,ACACIA,48,26,28,800,3,1710,4110
OCC317,BAR CHAIR,TEAK,18,18,28,1400,1.5,664,2764
YTX489,LOUNGE CHAIR,TEAK,37,35,40,1400,2.5,1066,4566
PFB766,ROCKING CHAIR,TEAK,25,25,45,1400,3,1223,5423
NVY757,DINING CHAIR,INDIAN ROSEWOOD,34,18,16,2400,2,596,5396
CXL578,ARM CHAIR,MAHAGONY,35,35,36,800,3,1707,4107
RDK789,BAR CHAIR,ACACIA,18,18,28,800,1.5,676,1876
OMJ726,BAR CHAIR,MAHAGONY,18,18,28,800,1.5,529,1729
TBQ466,BAR CHAIR,TEAK,18,18,28,1400,1.5,643,2743
XJM156,DINING CHAIR,MAHAGONY,34,18,16,800,2,650,2250
XXT924,ARM CHAIR,ACACIA,35,35,36,800,3,1911,4311
UIS192,RECLINER CHAIR,INDIAN ROSEWOOD,48,26,28,2400,3,1933,9133
ZNU356,RECLINER CHAIR,MAHAGONY,48,26,28,800,3,1893,4293
UZS860,ROCKING CHAIR,INDIAN ROSEWOOD,25,25,45,2400,3,1202,8402
HXP230,LOUNGE CHAIR,TEAK,37,35,40,1400,2.5,900,4400
IPP594,LOUNGE CHAIR,MAHAGONY,37,35,40,800,2.5,968,2968
AAJ728,ARM CHAIR,TEAK,35,35,36,1400,3,1632,5832
HKL348,ARM CHAIR,INDIAN ROSEWOOD,35,35,36,2400,3,2051,9251
OTQ518,ARM CHAIR,INDIAN ROSEWOOD,35,35,36,2400,3,1505,8705
JMF635,RECLINER CHAIR,MAHAGONY,48,26,28,800,3,1833,4233
NBE187,LOUNGE CHAIR,ACACIA,37,35,40,800,2.5,1069,3069
PSR535,LOUNGE CHAIR,MAHAGONY,37,35,40,800,2.5,1063,3063
YZI411,LOUNGE CHAIR,ACACIA,37,35,40,800,2.5,936,2936
OCQ378,LOUNGE CHAIR,MAHAGONY,37,35,40,800,2.5,1034,3034
SCG504,DINING CHAIR,TEAK,34,18,16,1400,2,581,3381
MPM674,BAR CHAIR,TEAK,18,18,28,1400,1.5,671,2771
KLE173,ARM CHAIR,MAHAGONY,35,35,36,800,3,1553,3953
SUZ539,LOUNGE CHAIR,INDIAN ROSEWOOD,37,35,40,2400,2.5,1144,7144
RNK556,DINING CHAIR,ACACIA,34,18,16,800,2,670,2270
JQY870,DINING CHAIR,ACACIA,34,18,16,800,2,573,2173
ISF949,RECLINER CHAIR,INDIAN ROSEWOOD,48,26,28,2400,3,1990,9190
JLH713,BAR CHAIR,INDIAN ROSEWOOD,18,18,28,2400,1.5,586,4186
MYF643,BAR CHAIR,TEAK,18,18,28,1400,1.5,694,2794
TKU860,RECLINER CHAIR,TEAK,48,26,28,1400,3,1725,5925
FXQ361,RECLINER CHAIR,INDIAN ROSEWOOD,48,26,28,2400,3,1970,9170
JZB654,BAR CHAIR,TEAK,18,18,28,1400,1.5,657,2757
DFO924,LOUNGE CHAIR,ACACIA,37,35,40,800,2.5,994,2994
VIQ585,DINING CHAIR,INDIAN ROSEWOOD,34,18,16,2400,2,799,5599
MJT807,RECLINER CHAIR,TEAK,48,26,28,1400,3,1934,6134
BVU475,ROCKING CHAIR,ACACIA,25,25,45,800,3,1433,3833
GPT165,ARM CHAIR,ACACIA,35,35,36,800,3,2121,4521
HTV609,ROCKING CHAIR,ACACIA,25,25,45,800,3,1318,3718
NAY143,DINING CHAIR,TEAK,34,18,16,1400,2,708,3508
SMA120,LOUNGE CHAIR,TEAK,37,35,40,1400,2.5,998,4498
GLC973,LOUNGE CHAIR,MAHAGONY,37,35,40,800,2.5,1078,3078
JWJ538,ARM CHAIR,MAHAGONY,35,35,36,800,3,1977,4377
TFK799,RECLINER CHAIR,ACACIA,48,26,28,800,3,1775,4175
AHV646,RECLINER CHAIR,MAHAGONY,48,26,28,800,3,1925,4325
SBO929,BAR CHAIR,ACACIA,18,18,28,800,1.5,533,1733
DMH864,BAR CHAIR,TEAK,18,18,28,1400,1.5,551,2651
GDJ270,RECLINER CHAIR,TEAK,48,26,28,1400,3,1790,5990
FCH950,ROCKING CHAIR,TEAK,25,25,45,1400,3,1401,5601
XDG798,BAR CHAIR,ACACIA,18,18,28,800,1.5,628,1828
RVV550,BAR CHAIR,MAHAGONY,18,18,28,800,1.5,543,1743
JBU108,BAR CHAIR,TEAK,18,18,28,1400,1.5,517,2617
GWT945,ROCKING CHAIR,TEAK,25,25,45,1400,3,1274,5474
NSZ819,ROCKING CHAIR,ACACIA,25,25,45,800,3,1385,3785
SMW689,ARM CHAIR,TEAK,35,35,36,1400,3,1554,5754
EDD939,RECLINER CHAIR,ACACIA,48,26,28,800,3,1848,4248
KXH556,ROCKING CHAIR,ACACIA,25,25,45,800,3,1530,3930
WEY393,RECLINER CHAIR,TEAK,48,26,28,1400,3,1791,5991
DZI144,DINING CHAIR,MAHAGONY,34,18,16,800,2,742,2342
BUW556,BAR CHAIR,ACACIA,18,18,28,800,1.5,586,1786
OYA931,LOUNGE CHAIR,ACACIA,37,35,40,800,2.5,1041,3041
WZD889,RECLINER CHAIR,TEAK,48,26,28,1400,3,1891,6091
OXB866,BAR CHAIR,MAHAGONY,18,18,28,800,1.5,700,1900
RDZ935,DINING CHAIR,ACACIA,34,18,16,800,2,514,2114
JNV115,DINING CHAIR,INDIAN ROSEWOOD,34,18,16,2400,2,670,5470
YAP805,LOUNGE CHAIR,INDIAN ROSEWOOD,37,35,40,2400,2.5,979,6979
PFX390,LOUNGE CHAIR,MAHAGONY,37,35,40,800,2.5,959,2959
XRX681,DINING CHAIR,TEAK,34,18,16,1400,2,699,3499
BTL247,ARM CHAIR,MAHAGONY,35,35,36,800,3,1720,4120
ZHY730,BAR CHAIR,TEAK,18,18,28,1400,1.5,509,2609
TEZ828,DINING CHAIR,MAHAGONY,34,18,16,800,2,676,2276
GBM239,ARM CHAIR,INDIAN ROSEWOOD,35,35,36,2400,3,1745,8945
HSG206,LOUNGE CHAIR,TEAK,37,35,40,1400,2.5,1162,4662
YKY590,ROCKING CHAIR,INDIAN ROSEWOOD,25,25,45,2400,3,1459,8659
NXF714,ARM CHAIR,INDIAN ROSEWOOD,35,35,36,2400,3,1719,8919
EJZ777,LOUNGE CHAIR,ACACIA,37,35,40,800,2.5,963,2963
WEZ346,LOUNGE CHAIR,MAHAGONY,37,35,40,800,2.5,1005,3005
QND569,RECLINER CHAIR,ACACIA,48,26,28,800,3,1953,4353
KJV288,ROCKING CHAIR,INDIAN ROSEWOOD,25,25,45,2400,3,1453,8653
RVS358,BAR CHAIR,ACACIA,18,18,28,800,1.5,594,1794
BDN425,ARM CHAIR,MAHAGONY,35,35,36,800,3,2023,4423
FDF193,RECLINER CHAIR,INDIAN ROSEWOOD,48,26,28,2400,3,1858,9058
OLO784,ARM CHAIR,INDIAN ROSEWOOD,35,35,36,2400,3,1741,8941
KSH228,LOUNGE CHAIR,TEAK,37,35,40,1400,2.5,990,4490
OHO134,BAR CHAIR,TEAK,18,18,28,1400,1.5,569,2669
NJN239,ROCKING CHAIR,ACACIA,25,25,45,800,3,1392,3792
QSG258,ROCKING CHAIR,TEAK,25,25,45,1400,3,1518,5718
KZM553,DINING CHAIR,INDIAN ROSEWOOD,34,18,16,2400,2,542,5342
TNU629,BAR CHAIR,ACACIA,18,18,28,800,1.5,632,1832
RBV585,BAR CHAIR,ACACIA,18,18,28,800,1.5,586,1786
GUO219,LOUNGE CHAIR,MAHAGONY,37,35,40,800,2.5,944,2944
AZK562,ARM CHAIR,ACACIA,35,35,36,800,3,1982,4382
UEZ433,BAR CHAIR,MAHAGONY,18,18,28,800,1.5,665,1865
OBE869,ROCKING CHAIR,INDIAN ROSEWOOD,25,25,45,2400,3,1362,8562
APH154,RECLINER CHAIR,MAHAGONY,48,26,28,800,3,1717,4117
JMY953,ARM CHAIR,INDIAN ROSEWOOD,35,35,36,2400,3,2156,9356
HUW400,RECLINER CHAIR,ACACIA,48,26,28,800,3,1847,4247
HVG709,LOUNGE CHAIR,MAHAGONY,37,35,40,800,2.5,959,2959
BFA226,BAR CHAIR,TEAK,18,18,28,1400,1.5,671,2771
UZS191,RECLINER CHAIR,INDIAN ROSEWOOD,48,26,28,2400,3,1733,8933
XLW282,ARM CHAIR,MAHAGONY,35,35,36,800,3,1929,4329
SSH744,BAR CHAIR,INDIAN ROSEWOOD,18,18,28,2400,1.5,513,4113
YNJ981,BAR CHAIR,TEAK,18,18,28,1400,1.5,668,2768
NGK806,BAR CHAIR,TEAK,18,18,28,1400,1.5,567,2667
HDX966,DINING CHAIR,TEAK,34,18,16,1400,2,635,3435
ZAV430,BAR CHAIR,MAHAGONY,18,18,28,800,1.5,694,1894
PDX368,BAR CHAIR,TEAK,18,18,28,1400,1.5,558,2658
WBC299,BAR CHAIR,ACACIA,18,18,28,800,1.5,602,1802
FGG226,DINING CHAIR,MAHAGONY,34,18,16,800,2,771,2371
CME152,ROCKING CHAIR,MAHAGONY,25,25,45,800,3,1322,3722
XUE273,ROCKING CHAIR,ACACIA,25,25,45,800,3,1567,3967
BDO268,DINING CHAIR,TEAK,34,18,16,1400,2,746,3546
UUH141,ROCKING CHAIR,TEAK,25,25,45,1400,3,1579,5779
VDY969,ARM CHAIR,TEAK,35,35,36,1400,3,1774,5974
YEA962,BAR CHAIR,TEAK,18,18,28,1400,1.5,613,2713
JYG451,RECLINER CHAIR,INDIAN ROSEWOOD,48,26,28,2400,3,1739,8939
CQN770,ROCKING CHAIR,MAHAGONY,25,25,45,800,3,1531,3931
AZB830,ROCKING CHAIR,ACACIA,25,25,45,800,3,1403,3803
JSF550,ROCKING CHAIR,ACACIA,25,25,45,800,3,1244,3644
WOO941,RECLINER CHAIR,MAHAGONY,48,26,28,800,3,1925,4325
WCE764,BAR CHAIR,MAHAGONY,18,18,28,800,1.5,630,1830
KTD125,ARM CHAIR,MAHAGONY,35,35,36,800,3,2191,4591
HPJ792,BAR CHAIR,MAHAGONY,18,18,28,800,1.5,507,1707
SUB501,RECLINER CHAIR,INDIAN ROSEWOOD,48,26,28,2400,3,1718,8918
UKQ118,DINING CHAIR,INDIAN ROSEWOOD,34,18,16,2400,2,581,5381
UHA811,ROCKING CHAIR,MAHAGONY,25,25,45,800,3,1201,3601
UVX710,ROCKING CHAIR,MAHAGONY,25,25,45,800,3,1224,3624
IZU368,DINING CHAIR,ACACIA,34,18,16,800,2,777,2377
WCP742,RECLINER CHAIR,TEAK,48,26,28,1400,3,1886,6086
QNT123,DINING CHAIR,MAHAGONY,34,18,16,800,2,515,2115
SLU676,RECLINER CHAIR,MAHAGONY,48,26,28,800,3,1703,4103
RTX144,ARM CHAIR,MAHAGONY,35,35,36,800,3,1760,4160
XXW587,ARM CHAIR,ACACIA,35,35,36,800,3,1819,4219
TEA162,LOUNGE CHAIR,MAHAGONY,37,35,40,800,2.5,974,2974
GIX969,ARM CHAIR,TEAK,35,35,36,1400,3,1982,6182
UXW532,RECLINER CHAIR,TEAK,48,26,28,1400,3,1711,5911
DLE667,DINING CHAIR,TEAK,34,18,16,1400,2,729,3529
HSR646,ARM CHAIR,ACACIA,35,35,36,800,3,2087,4487
GLR561,ROCKING CHAIR,INDIAN ROSEWOOD,25,25,45,2400,3,1228,8428
WIN991,ROCKING CHAIR,TEAK,25,25,45,1400,3,1298,5498
WSZ534,RECLINER CHAIR,ACACIA,48,26,28,800,3,1756,4156
DZC653,ROCKING CHAIR,ACACIA,25,25,45,800,3,1508,3908
EGV422,BAR CHAIR,MAHAGONY,18,18,28,800,1.5,521,1721
KTM821,BAR CHAIR,MAHAGONY,18,18,28,800,1.5,624,1824
AJD416,LOUNGE CHAIR,MAHAGONY,37,35,40,800,2.5,945,2945
XXT866,ROCKING CHAIR,ACACIA,25,25,45,800,3,1369,3769
DNA357,LOUNGE CHAIR,ACACIA,37,35,40,800,2.5,1170,3170
RAJ631,ARM CHAIR,INDIAN ROSEWOOD,35,35,36,2400,3,1902,9102
PPJ974,ROCKING CHAIR,TEAK,25,25,45,1400,3,1237,5437
NUM801,LOUNGE CHAIR,TEAK,37,35,40,1400,2.5,1006,4506
TEG429,RECLINER CHAIR,MAHAGONY,48,26,28,800,3,1778,4178
LOH190,BAR CHAIR,MAHAGONY,18,18,28,800,1.5,635,1835
WSY981,ROCKING CHAIR,MAHAGONY,25,25,45,800,3,1301,3701
ASQ545,BAR CHAIR,MAHAGONY,18,18,28,800,1.5,532,1732
VPY846,DINING CHAIR,INDIAN ROSEWOOD,34,18,16,2400,2,689,5489
CCL391,ROCKING CHAIR,INDIAN ROSEWOOD,25,25,45,2400,3,1202,8402
JTX419,DINING CHAIR,MAHAGONY,34,18,16,800,2,777,2377
LUY499,ROCKING CHAIR,TEAK,25,25,45,1400,3,1242,5442
LNX291,LOUNGE CHAIR,ACACIA,37,35,40,800,2.5,930,2930
SVO174,RECLINER CHAIR,TEAK,48,26,28,1400,3,1964,6164
RYF683,LOUNGE CHAIR,MAHAGONY,37,35,40,800,2.5,1129,3129
KHV996,RECLINER CHAIR,TEAK,48,26,28,1400,3,1881,6081
VYP497,ROCKING CHAIR,INDIAN ROSEWOOD,25,25,45,2400,3,1348,8548
NKG170,ARM CHAIR,INDIAN ROSEWOOD,35,35,36,2400,3,1892,9092
VWE498,LOUNGE CHAIR,TEAK,37,35,40,1400,2.5,911,4411
UHR234,BAR CHAIR,TEAK,18,18,28,1400,1.5,566,2666
SJU893,RECLINER CHAIR,ACACIA,48,26,28,800,3,1864,4264
ORB324,LOUNGE CHAIR,ACACIA,37,35,40,800,2.5,941,2941
MLW851,LOUNGE CHAIR,INDIAN ROSEWOOD,37,35,40,2400,2.5,1175,7175
CJW559,DINING CHAIR,ACACIA,34,18,16,800,2,748,2348
UKC229,LOUNGE CHAIR,ACACIA,37,35,40,800,2.5,919,2919
UWT406,LOUNGE CHAIR,MAHAGONY,37,35,40,800,2.5,1080,3080
QOS823,LOUNGE CHAIR,MAHAGONY,37,35,40,800,2.5,965,2965
NBJ939,RECLINER CHAIR,MAHAGONY,48,26,28,800,3,1845,4245
BHL878,ARM CHAIR,INDIAN ROSEWOOD,35,35,36,2400,3,1895,9095
KDC171,LOUNGE CHAIR,ACACIA,37,35,40,800,2.5,972,2972
NAO623,ROCKING CHAIR,TEAK,25,25,45,1400,3,1484,5684
HUV104,BAR CHAIR,INDIAN ROSEWOOD,18,18,28,2400,1.5,635,4235
UGX389,RECLINER CHAIR,ACACIA,48,26,28,800,3,1961,4361
KXS216,BAR CHAIR,ACACIA,18,18,28,800,1.5,698,1898
QZC111,RECLINER CHAIR,ACACIA,48,26,28,800,3,1979,4379
JIY563,RECLINER CHAIR,TEAK,48,26,28,1400,3,1854,6054
LZT465,ROCKING CHAIR,MAHAGONY,25,25,45,800,3,1512,3912
JFP139,BAR CHAIR,TEAK,18,18,28,1400,1.5,683,2783
XKZ789,BAR CHAIR,TEAK,18,18,28,1400,1.5,568,2668
EVJ907,LOUNGE CHAIR,MAHAGONY,37,35,40,800,2.5,997,2997
FDZ595,DINING CHAIR,TEAK,34,18,16,1400,2,664,3464
JZA453,DINING CHAIR,TEAK,34,18,16,1400,2,762,3562
WYH791,ROCKING CHAIR,MAHAGONY,25,25,45,800,3,1585,3985
ETO348,LOUNGE CHAIR,INDIAN ROSEWOOD,37,35,40,2400,2.5,1011,7011
KGP557,RECLINER CHAIR,INDIAN ROSEWOOD,48,26,28,2400,3,1929,9129
YGR792,BAR CHAIR,MAHAGONY,18,18,28,800,1.5,674,1874
ZPV556,DINING CHAIR,INDIAN ROSEWOOD,34,18,16,2400,2,608,5408
JQC632,ROCKING CHAIR,MAHAGONY,25,25,45,800,3,1255,3655
EPZ870,BAR CHAIR,INDIAN ROSEWOOD,18,18,28,2400,1.5,691,4291
BBF761,BAR CHAIR,ACACIA,18,18,28,800,1.5,606,1806
QAR180,LOUNGE CHAIR,MAHAGONY,37,35,40,800,2.5,932,2932
FEN263,DINING CHAIR,TEAK,34,18,16,1400,2,674,3474
XQM615,LOUNGE CHAIR,MAHAGONY,37,35,40,800,2.5,974,2974
FDW674,DINING CHAIR,INDIAN ROSEWOOD,34,18,16,2400,2,658,5458
NJF813,BAR CHAIR,MAHAGONY,18,18,28,800,1.5,664,1864
EJY603,LOUNGE CHAIR,ACACIA,37,35,40,800,2.5,1029,3029
QBK852,LOUNGE CHAIR,ACACIA,37,35,40,800,2.5,940,2940
GMT662,ARM CHAIR,TEAK,35,35,36,1400,3,1955,6155
TGA317,BAR CHAIR,MAHAGONY,18,18,28,800,1.5,510,1710
SAI673,LOUNGE CHAIR,TEAK,37,35,40,1400,2.5,1157,4657
YGH788,DINING CHAIR,MAHAGONY,34,18,16,800,2,509,2109
FGK528,LOUNGE CHAIR,TEAK,37,35,40,1400,2.5,1141,4641
CTX570,BAR CHAIR,TEAK,18,18,28,1400,1.5,646,2746
CGM189,ROCKING CHAIR,ACACIA,25,25,45,800,3,1357,3757
AOQ731,ARM CHAIR,INDIAN ROSEWOOD,35,35,36,2400,3,1918,9118
XBZ937,DINING CHAIR,ACACIA,34,18,16,800,2,546,2146
OPX220,ARM CHAIR,INDIAN ROSEWOOD,35,35,36,2400,3,1768,8968
TYN672,ARM CHAIR,ACACIA,35,35,36,800,3,1730,4130
LIC133,LOUNGE CHAIR,TEAK,37,35,40,1400,2.5,1134,4634
CKA971,RECLINER CHAIR,MAHAGONY,48,26,28,800,3,1879,4279
BFH103,RECLINER CHAIR,TEAK,48,26,28,1400,3,1807,6007
WOQ125,RECLINER CHAIR,TEAK,48,26,28,1400,3,1896,6096
PNL247,ARM CHAIR,INDIAN ROSEWOOD,35,35,36,2400,3,2194,9394
LPL193,DINING CHAIR,ACACIA,34,18,16,800,2,619,2219
QTI139,RECLINER CHAIR,TEAK,48,26,28,1400,3,1902,6102
VII577,ARM CHAIR,TEAK,35,35,36,1400,3,1526,5726
MCX142,LOUNGE CHAIR,ACACIA,37,35,40,800,2.5,1194,3194
UQE384,LOUNGE CHAIR,ACACIA,37,35,40,800,2.5,1105,3105
KEB245,RECLINER CHAIR,TEAK,48,26,28,1400,3,1946,6146
KFL671,ARM CHAIR,TEAK,35,35,36,1400,3,1632,5832
FLP946,RECLINER CHAIR,ACACIA,48,26,28,800,3,1976,4376
MSN699,ROCKING CHAIR,TEAK,25,25,45,1400,3,1593,5793
RZV847,LOUNGE CHAIR,ACACIA,37,35,40,800,2.5,1177,3177
JYO488,ARM CHAIR,MAHAGONY,35,35,36,800,3,1964,4364
JNI952,LOUNGE CHAIR,TEAK,37,35,40,1400,2.5,1082,4582
VXL564,LOUNGE CHAIR,MAHAGONY,37,35,40,800,2.5,1015,3015
GCU479,DINING CHAIR,INDIAN ROSEWOOD,34,18,16,2400,2,516,5316
EFO197,ARM CHAIR,MAHAGONY,35,35,36,800,3,1991,4391
WBO794,DINING CHAIR,INDIAN ROSEWOOD,34,18,16,2400,2,742,5542
ZHA537,ARM CHAIR,INDIAN ROSEWOOD,35,35,36,2400,3,1751,8951
WYC559,ARM CHAIR,ACACIA,35,35,36,800,3,2079,4479
HOL682,ROCKING CHAIR,INDIAN ROSEWOOD,25,25,45,2400,3,1322,8522
VYX395,DINING CHAIR,ACACIA,34,18,16,800,2,512,2112
WUE211,ARM CHAIR,MAHAGONY,35,35,36,800,3,2104,4504
ACG346,ARM CHAIR,INDIAN ROSEWOOD,35,35,36,2400,3,1983,9183
VBY798,DINING CHAIR,MAHAGONY,34,18,16,800,2,605,2205
VTR166,DINING CHAIR,INDIAN ROSEWOOD,34,18,16,2400,2,560,5360
MVA400,LOUNGE CHAIR,TEAK,37,35,40,1400,2.5,924,4424
QII913,ROCKING CHAIR,MAHAGONY,25,25,45,800,3,1302,3702
YDE953,ARM CHAIR,MAHAGONY,35,35,36,800,3,2177,4577
IJO955,LOUNGE CHAIR,TEAK,37,35,40,1400,2.5,1054,4554
VIO662,ARM CHAIR,TEAK,35,35,36,1400,3,1849,6049
HIF591,ARM CHAIR,ACACIA,35,35,36,800,3,1505,3905
KBE746,DINING CHAIR,MAHAGONY,34,18,16,800,2,650,2250
ZFF615,ROCKING CHAIR,TEAK,25,25,45,1400,3,1509,5709
SCG454,ROCKING CHAIR,INDIAN ROSEWOOD,25,25,45,2400,3,1466,8666
QYT812,RECLINER CHAIR,TEAK,48,26,28,1400,3,1946,6146
MOK717,BAR CHAIR,TEAK,18,18,28,1400,1.5,626,2726
ISW160,ROCKING CHAIR,MAHAGONY,25,25,45,800,3,1264,3664
PUY363,ARM CHAIR,MAHAGONY,35,35,36,800,3,1642,4042
WCU594,BAR CHAIR,ACACIA,18,18,28,800,1.5,672,1872
DOG806,DINING CHAIR,ACACIA,34,18,16,800,2,730,2330
ROW100,ARM CHAIR,ACACIA,35,35,36,800,3,1842,4242
GWH712,ARM CHAIR,TEAK,35,35,36,1400,3,1699,5899
VJY828,DINING CHAIR,MAHAGONY,34,18,16,800,2,551,2151
VII109,BAR CHAIR,MAHAGONY,18,18,28,800,1.5,670,1870
JNJ912,LOUNGE CHAIR,ACACIA,37,35,40,800,2.5,983,2983
IKS392,BAR CHAIR,INDIAN ROSEWOOD,18,18,28,2400,1.5,544,4144
ZSS462,LOUNGE CHAIR,INDIAN ROSEWOOD,37,35,40,2400,2.5,925,6925
TEU980,ROCKING CHAIR,ACACIA,25,25,45,800,3,1283,3683
ERB489,RECLINER CHAIR,MAHAGONY,48,26,28,800,3,1831,4231
KDE782,RECLINER CHAIR,ACACIA,48,26,28,800,3,1908,4308
QTM631,RECLINER CHAIR,MAHAGONY,48,26,28,800,3,1745,4145
LMF450,DINING CHAIR,MAHAGONY,34,18,16,800,2,751,2351
QDX350,RECLINER CHAIR,MAHAGONY,48,26,28,800,3,1715,4115
MLX969,RECLINER CHAIR,ACACIA,48,26,28,800,3,1922,4322
BJP640,RECLINER CHAIR,ACACIA,48,26,28,800,3,1719,4119
QZP781,BAR CHAIR,TEAK,18,18,28,1400,1.5,686,2786
IMV355,DINING CHAIR,ACACIA,34,18,16,800,2,715,2315
UVG200,ROCKING CHAIR,ACACIA,25,25,45,800,3,1287,3687
VCU576,ROCKING CHAIR,TEAK,25,25,45,1400,3,1393,5593
EAR509,ROCKING CHAIR,ACACIA,25,25,45,800,3,1377,3777
COZ217,ROCKING CHAIR,MAHAGONY,25,25,45,800,3,1404,3804
FIQ311,ARM CHAIR,TEAK,35,35,36,1400,3,2044,6244
CGC883,BAR CHAIR,INDIAN ROSEWOOD,18,18,28,2400,1.5,513,4113
FIY559,RECLINER CHAIR,TEAK,48,26,28,1400,3,1767,5967
KNR180,RECLINER CHAIR,ACACIA,48,26,28,800,3,1787,4187
YJE552,LOUNGE CHAIR,TEAK,37,35,40,1400,2.5,1070,4570
EIO870,ARM CHAIR,TEAK,35,35,36,1400,3,2081,6281
GWT179,LOUNGE CHAIR,MAHAGONY,37,35,40,800,2.5,1109,3109
RFR180,RECLINER CHAIR,ACACIA,48,26,28,800,3,1834,4234
CDX385,RECLINER CHAIR,ACACIA,48,26,28,800,3,1904,4304
IVX931,RECLINER CHAIR,ACACIA,48,26,28,800,3,1941,4341
TNE935,ROCKING CHAIR,TEAK,25,25,45,1400,3,1262,5462
TXC853,DINING CHAIR,ACACIA,34,18,16,800,2,629,2229
UCE861,ROCKING CHAIR,MAHAGONY,25,25,45,800,3,1494,3894
CQM968,RECLINER CHAIR,INDIAN ROSEWOOD,48,26,28,2400,3,1817,9017
BUM342,ARM CHAIR,TEAK,35,35,36,1400,3,1896,6096
EOI910,DINING CHAIR,ACACIA,34,18,16,800,2,759,2359
MJW296,ARM CHAIR,MAHAGONY,35,35,36,800,3,1527,3927
